,original_profile_40_200,proposed_profile_40_200
0,0.875,0.8358974358974358
1,0.7830482792832066,0.8235294117647058
2,0.7919783204170752,0.6811327156473725
3,0.9669540229885059,0.9705882352941176
4,0.868656415904548,0.8999999999999999
5,0.8230769230769229,0.84
6,0.7914046188399053,0.8283973819760415
7,0.8081632653061223,0.807017543859649
8,0.7272727272727272,0.7846153846153845
9,0.84,0.8619092529101539
10,0.8631578947368421,0.8421052631578946
11,0.7176470588235294,0.757331256011786
12,0.82,0.7953242618504891
13,0.7999999999999999,0.8333333333333334
14,0.7833333333333332,0.8523809523809524
15,0.8266666666666667,0.8526315789473685
16,0.7818181818181817,0.7799999999999999
17,0.8312499999999998,0.8413793103448275
18,0.8641853163766513,0.875
19,0.8655737704918034,0.8515151515151514
20,0.8642857142857143,0.8636363636363636
21,0.7680174221349346,0.8956953642384106
22,0.6139702224280539,0.8195017417292454
23,0.7348484848484849,0.7687006337673379
24,0.8285714285714286,0.8736842105263157
25,0.8363636363636362,0.806060606060606
26,0.8785492976412472,0.8363636363636362
27,0.8699999999999999,0.8631578947368421
28,0.7249999999999999,0.7393939393939394
29,0.7842105263157894,0.7906976744186046
30,0.8639612229178187,0.9207746478873241
31,0.8555555555555555,0.7272727272727272
32,0.846153846153846,0.8266666666666667
33,0.8951859890085851,0.8327490377912935
34,0.891358024691358,0.9032967032967033
35,0.7838208532231744,0.7
36,0.8321231046935852,0.832158170975477
37,0.889189189189189,0.8902439024390244
38,0.8416666666666666,0.871111111111111
39,0.827448907455648,0.8574250395539541
40,0.82,0.8755502708380786
41,0.7974137931034483,0.8601694915254238
42,0.8235864063587998,0.8736842105263157
43,0.8236842105263158,0.8571428571428571
44,0.8300000000000001,0.8117647058823529
45,0.7831905096356582,0.7779422281322811
46,0.814099440258926,0.7182372629280337
47,0.6640262554606245,0.6963902420886117
48,0.7843623696322408,0.8
49,0.8272058823529411,0.8482142857142857
50,0.7454545454545454,0.8833664123526055
51,0.8090909090909091,0.8444444444444444
52,0.8428571428571429,0.8499999999999999
53,0.8344155844155844,0.8564356435643564
54,0.8045546466447003,0.7749999999999999
55,0.6909090909090909,0.7999999999999999
56,0.76,0.8285714285714286
57,0.8636363636363635,0.8416666666666666
58,0.7816299066252501,0.8388097553672569
59,0.7073455081865594,0.7324296363657471
60,0.7667448322408558,0.8002920072709004
61,0.8714285714285712,0.8133333333333332
62,0.8636363636363635,0.8275862068965516
63,0.8284313725490197,0.8392857142857143
64,0.9468503937007874,0.9524793388429753
65,0.7,0.7210526315789472
66,0.9383333333333335,0.9450000000000001
67,0.8628002221248742,0.8166666666666665
68,0.7999999999999999,0.8099999999999999
69,0.8510423086462787,0.8915929203539823
70,0.8933333333333333,0.8624999999999999
71,0.8222222222222221,0.8090909090909091
72,0.825,0.8624999999999999
73,0.6619770243966455,0.7163461538461539
74,0.8065476190476191,0.8263157894736842
75,0.8029850746268656,0.8677419354838709
76,0.7236842105263158,0.7840909090909091
77,0.84,0.7899999999999999
78,0.8170426541480901,0.7320028350745125
79,0.6857142857142856,0.6799999999999999
80,0.8222222222222221,0.75
81,0.7197244379207548,0.8554425076675097
82,0.8456140350877193,0.8758620689655171
83,0.7818181818181817,0.8726758783769694
84,0.8853679249831455,0.8733915209411638
85,0.7866666666666665,0.8545454545454545
86,0.71875,0.7445652173913043
87,0.8636363636363635,0.7916666666666666
88,0.8393736726882458,0.8942953020134228
89,0.8311256183396546,0.8333333333333334
90,0.7636363636363637,0.8892122474527184
91,0.8581081081081081,0.8467741935483871
92,0.7947368421052632,0.8242424242424241
93,0.9060032851001444,0.947530864197531
94,0.8078515957142538,0.8763318875928543
95,0.7538461538461538,0.7863636363636363
96,0.7799999999999999,0.8545454545454545
97,0.8950954530515651,0.8762544071719635
98,0.8941176470588235,0.8991735537190082
99,0.8067601488423753,0.7637227169152123
